Прайс-лист на 2 сентября 2019 г.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Ценовая группа,,,,,,,,,,,,,Прайс-лист,Склад Запорожье основной
Артикул,,,,,"Номенклатура, Упаковка",,,,,,,,грн,
,,,,,,,,,,,,,Включает НДС,
8828BGNS,,,,,"Volvo S80 (Седан) заднее с ЭО зеленое (сталинит) 1998-06 , шт",,,,,,,,"1,560.00",1.000
8836BGNS ,,,,,"Volvo S80 II (Седан) заднее с ЭО зеленое (сталинит) 2006-, шт",,,,,,,,"1,560.00",1.000
88A1AGNBL,,,,,"Volvo VNL (Грузовик) ветровое З/П.Ш.ТЗ (триплекс) 1997- , шт",,,,,,,,"1,691.00",3.000
8840AGNGYCPV,,,,,"Volvo XC60 (Внедорожник) ветровое З/П.Ш.ТЗ дд (квадр. дд, 2 камеры) (триплекс) 2010-, шт",,,,,,,,"1,300.00",1.000
8831AGNGYPV,,,,,"Volvo XC90 (Внедорожник) ветровое З/П.Ш.ТЗ дд (триплекс) 2002-, шт",,,,,,,,"1,350.00",1.000
8831AGNPV,,,,,"Volvo XC90 (Внедорожник) ветровое ТЗ дд (триплекс) 2002- (SG), шт",,,,,,,,"1,239.00",1.000
8831BGNR,,,,,"Volvo XC90 (Внедорожник) заднее с ЭО зеленое (сталинит) 2002-  , шт",,,,,,,,"1,495.00",1.000
8609AGNGYPV,,,,,"VW Amarok (Пикап) ветровое З/П.Ш.ТЗ  дд квадрат (триплекс) 2010-, шт",,,,,,,,"1,080.00",1.000
8581LGNVLRQ,,,,,"VW Caddy (Минивен) (дл. б.) заднее салона левое зеленое (сталинит) 2007-15 1043*547 (SG) , шт",,,,,,,,450.00,3.000
8581RGNVLRQ,,,,,"VW Caddy (Минивен) (дл. б.) заднее салона правое зеленое (сталинит) 2007-15 1043*547 (SG) , шт",,,,,,,,450.00,1.000
8581RGNV2RQ,,,,,"VW Caddy (Минивен) (оригинал) заднее салона правое зеленое (сталинит) 2004-15 616*534 (SG) , шт",,,,,,,,450.00,3.000
8581AGNGYMAV,,,,,"VW Caddy (Минивен) ветровое З/П.Ш.ТЗ (антенна, молдинг, крепл.зерк и дд) (триплекс) 2004- (SEK), шт",,,,,,,,"6,380.00",1.000
8581AGSGYAVZ,,,,,"VW Caddy (Минивен) ветровое З/П.Ш.ТЗ (антенна, молдинг, крепл.зерк.) (триплекс) 2004- (XYG), шт",,,,,,,,"1,856.00",5.000
8581AGNGYAV,,,,,"VW Caddy (Минивен) ветровое З/П.Ш.ТЗ ант (триплекс) 2004- , шт",,,,,,,,"1,547.00",1.000
8581BGNRU,,,,,"VW Caddy (Минивен) заднее без ЭО правое зеленое (сталинит) 2004- (SG) , шт",,,,,,,,570.00,2.000
8581BGNR ,,,,,"VW Caddy (Минивен) заднее с ЭО правое зеленое (сталинит) 2004- (SG) , шт",,,,,,,,713.00,1.000
8581RGNVSRQ,,,,,"VW Caddy (Минивен) заднее салона правое зеленое (сталинит) 2004-15 792*537 (SG) , шт",,,,,,,,450.00,3.000
8581LGNFD,,,,,"VW Caddy (Минивен) опускное двери левое зеленое (сталинит) 2004-  , шт",,,,,,,,570.00,4.000
8581RGNFD,,,,,"VW Caddy (Минивен) опускное двери правое зеленое (сталинит) 2004-  , шт",,,,,,,,570.00,3.000
8581RGNFQ,,,,,"VW Caddy (Минивен) переднее салона правое зеленое (сталинит) 2004-15 870*536 (SG) , шт",,,,,,,,450.00,2.000
8541AGNBL,,,,,"VW Golf III (Комби, Хетчбек) ветровое З/П.Ш.ТЗ (триплекс) 1991-97 (SG), шт",,,,,,,,808.00,1.000
8541BCLH,,,,,"VW Golf III (Хетчбек) заднее с ЭО бесцветное (сталинит) 1991-96  , шт",,,,,,,,"1,169.00",2.000
8558AGNBLV,,,,,"VW Golf IV (Комби, Хетчбек, Седан) ветров.З/П.Ш.ТЗ (триплекс) 1997-03 (SG), шт",,,,,,,,"1,052.00",1.000
8583AGNGY,,,,,"VW Golf Plus (Минивен) ветровое З/П.Ш.ТЗ (триплекс) 2005-, шт",,,,,,,,"1,123.00",1.000
8583LGNV5RD,,,,,"VW Golf Plus (Минивен) задней двери опускное левое зеленое (сталинит) 2005-  , шт",,,,,,,,471.00,1.000
8583RGNV5RD,,,,,"VW Golf Plus (Минивен) задней двери опускное правое зеленое (сталинит) 2005-  , шт",,,,,,,,471.00,1.000
8568RGNH5RD,,,,,"VW Golf V (Хетчбек) задней двери опускное правое зеленое (сталинит) 2003-08 , шт",,,,,,,,393.00,1.000
8600BGNH ,,,,,"VW Golf VI (Хетчбек) заднее с ЭО зеленое (сталинит) 2008-, шт",,,,,,,,"1,430.00",1.000
8586BGNS ,,,,,"VW Jetta V 4D (Седан) заднее с ЭО зеленое (сталинит) 2005-10, шт",,,,,,,,"1,233.00",1.000
8586RGNS4RD ,,,,,"VW Jetta V 4D (Седан) задней двери опускное правое зеленое (сталинит) 2005-10, шт",,,,,,,,471.00,1.000
8535BGNE,,,,,"VW Passat B3 (Комби) заднее с ЭО с отв. зеленое (сталинит) 1988-96 , шт",,,,,,,,883.00,3.000
8535LGNE5RD,,,,,"VW Passat B3 (Комби) задней двери опускное левое зеленое (сталинит) 1988-96  , шт",,,,,,,,471.00,1.000
8535RGNE5RD,,,,,"VW Passat B3 (Комби) задней двери опускное правое зеленое (сталинит) 1988-96  , шт",,,,,,,,471.00,1.000
8535AGNBL,,,,,"VW Passat B3 (Седан, Комби) ветровое З/П.Ш.ТЗ молд (триплес) 1988-96 (XYG), шт",,,,,,,,"1,050.00",11.000
8535LGNS4FD,,,,,"VW Passat B3 (Седан, Комби) передней двери опускное левое зеленое (сталинит) 1988-96  , шт",,,,,,,,471.00,2.000
8535RGNFD,,,,,"VW Passat B3 (Седан, Комби) передней двери опускное правое зеленое (сталинит) 1988-96 (SG) , шт",,,,,,,,371.00,1.000
8535BCLS,,,,,"VW Passat B3 (Седан) заднее с ЭО бесцветное (сталинит) 1988-96 , шт",,,,,,,,"1,154.00",3.000
8535LGNS4RD,,,,,"VW Passat B3 (Седан) задней двери опускное левое зеленое (сталинит) 1988-96 , шт",,,,,,,,471.00,1.000
8535RGNS4RD,,,,,"VW Passat B3 (Седан) задней двери опускное правое зеленое (сталинит) 1988-96 , шт",,,,,,,,471.00,1.000
8535AGNBL,,,,,"VW Passat B4 (Седан, Комби) ветровое З/П.Ш.ТЗ ( привул. молдинг)(триплекс) 1988-96 (XYG), шт",,,,,,,,"1,050.00",12.000
8556AGNGYPV,,,,,"VW Passat B5 (Седан, Комби) ветровое З/П.Ш.ТЗ дд (триплекс) 1997-05, шт",,,,,,,,"1,154.00",1.000
8556AGNBLV,,,,,"VW Passat B5.5 (Седан, Комби) ветровое З/П.Ш.ТЗ (триплекс) 1997-05 (SG), шт",,,,,,,,944.00,1.000
8584BGNE ,,,,,"VW Passat B6 (Комби) заднее с ЭО зеленое (сталинит) 2005-, шт",,,,,,,,"1,430.00",1.000
8584AGNPV,,,,,"VW Passat B6 (Седан, Комби) ветровое ТЗ дд (триплекс) 2005-10 (SG), шт",,,,,,,,"1,028.00",1.000
8584AGSHMVW1B,,,,,"VW Passat B6 (Седан, Комби) ветровое ТЗ полный ЭО, крепл. дд, молдинг (триплекс) 2005-10 (AGC), шт",,,,,,,,"4,430.00",1.000
8584BGNS ,,,,,"VW Passat B6 (Седан) заднее с ЭО зеленое (сталинит) 2005-, шт",,,,,,,,"1,156.00",1.000
8584LGNS4RD,,,,,"VW Passat B6 (Седан) задней двери опускное левое зеленое (сталинит) 2005-  , шт",,,,,,,,471.00,1.000
8584RGNS4RD,,,,,"VW Passat B6 (Седан) задней двери опускное правое зеленое (сталинит) 2005-  , шт",,,,,,,,451.00,1.000
8584AGNBLV,,,,,"VW Passat B7 USA (Седан, Комби) ветровое З/П.Ш.ТЗ креп. дд, молдинг(триплекс) 2010- (XYG), шт",,,,,,,,"3,600.00",14.000
8598AGNGYPV6T,,,,,"VW Passat CC (Купе) ветровое З/П.Ш.ТЗ дд круглый (триплекс) 2012-, шт",,,,,,,,"1,250.00",3.000
8570AGNBLP,,,,,"VW Polo (Хетчбек) ветровое З/П.Ш.ТЗ  дд (триплекс) 1999-01, шт",,,,,,,,"1,154.00",1.000
8573RGNH5RD,,,,,"VW Polo 5D (Хетчбек, Седан) задней двери опускное правое зеленое (сталинит) 2001-  , шт",,,,,,,,471.00,1.000
8573RGNH5FD,,,,,"VW Polo 5D (Хетчбек, Седан) передней двери опускное правое зеленое (сталинит) 2001-  , шт",,,,,,,,500.00,1.000
8545LGNH5FD,,,,,"VW Polo 5D (Хетчбек) передней двери опускное левое зеленое (сталинит) 1994-99  , шт",,,,,,,,471.00,1.000
8545RGNH5FD,,,,,"VW Polo 5D (Хетчбек) передней двери опускное правое зеленое (сталинит) 1994-99  , шт",,,,,,,,471.00,1.000
8549AGNBL,,,,,"VW Polo Classic (Седан, Комби) ветровое З/П.Ш.ТЗ (триплекс) 1995-99 (SG), шт",,,,,,,,824.00,1.000
8549LGNS4FD,,,,,"VW Polo Classic (Седан, Комби) передней двери опускное левое зеленое (сталинит) 1995-99 , шт",,,,,,,,471.00,4.000
8549RGNS4FD,,,,,"VW Polo Classic (Седан, Комби) передней двери опускное правое зеленое (сталинит) 1995-99 , шт",,,,,,,,393.00,6.000
8545AGNBL,,,,,"VW Polo III (Хетчбек) ветровое З/П.Ш.ТЗ (триплекс) 1994-99, шт",,,,,,,,"1,154.00",2.000
8603AGNGYPV1I,,,,,"VW Polo sedan (Хетчбек, Седан) ветровое З/П.Ш.ТЗ круг дд (триплекс) 2015-, шт",,,,,,,,"1,142.00",1.000
8597AGNGYPV,,,,,"VW Scirocco (Хетчбек, Купе) ветровое З/П.Ш.ТЗ дд  (триплекс) 2009- (SG), шт",,,,,,,,"1,138.00",1.000
8605AGNBLPV,,,,,"VW Sharan II (Минивен) ветровое З/П.Ш.ТЗ дд (триплекс) 2010- , шт",,,,,,,,"1,325.00",1.000
8595BGNR,,,,,"VW Tiguan (Внедорожник) заднее с ЭО зеленое (сталинит) 2007-, шт",,,,,,,,"1,707.00",1.000
8595LGNR5RD,,,,,"VW Tiguan (Внедорожник) задней двери опускное левое зеленое (сталинит) 2007- , шт",,,,,,,,471.00,1.000
8595RGNR5RD,,,,,"VW Tiguan (Внедорожник) задней двери опускное правое зеленое (сталинит) 2007- , шт",,,,,,,,471.00,2.000
8595LGNR5FD,,,,,"VW Tiguan (Внедорожник) передней двери опускное левое зеленое (сталинит) 2007-  , шт",,,,,,,,500.00,2.000
8595RGNR5FD,,,,,"VW Tiguan (Внедорожник) передней двери опускное правое зеленое (сталинит) 2007-  , шт",,,,,,,,500.00,1.000
8576LGNR5FD,,,,,"VW Touareg (Внедорожник) передней двери опускное левое зеленое (сталинит) 2002-10, шт",,,,,,,,707.00,1.000
8576RGNR5FD,,,,,"VW Touareg (Внедорожник) передней двери опускное правое зеленое (сталинит) 2002-10, шт",,,,,,,,707.00,1.000
8606AGNGYPV,,,,,"VW Touareg II (Внедорожник) ветровое З/П.Ш.ТЗ дд (триплекс) 2010-, шт",,,,,,,,"1,084.00",1.000
8577LGNV5RQ,,,,,"VW Touran (Минивен) боковина левая зеленая (сталинит) 2003- (SEK)  , шт",,,,,,,,512.00,1.000
8577AGNGYPV1B,,,,,"VW Touran (Минивен) ветровое З/П.Ш.ТЗ (дд 237 мм)  (триплекс) 2003-, шт",,,,,,,,"1,465.00",1.000
8527AGNBL,,,,,"VW Transporter T3 (Минивен) ветровое З/П.ТЗ (триплекс) 1979-91 (SG), шт",,,,,,,,848.00,1.000
8527AGN,,,,,"VW Transporter T3 (Минивен) ветровое ТЗ (триплекс) 1979-91 (SG), шт",,,,,,,,848.00,1.000
8537LGNVLRQ,,,,,"VW Transporter T4 (Минивен) (дл. б.) боковина задняя левая зеленая (сталинит) 1990-03 1290*520, шт",,,,,,,,550.00,1.000
8537RGNVLRQ,,,,,"VW Transporter T4 (Минивен) (дл. б.) боковина задняя правая зеленая (сталинит) 1990-03 1290*520, шт",,,,,,,,550.00,2.000
8537LGNVLRQ,,,,,"VW Transporter T4 (Минивен) (дл. б.) заднее салона левое зеленое (сталинит) 1990-03 1288*521 (SG), шт",,,,,,,,550.00,3.000
8537RGNVLRQ,,,,,"VW Transporter T4 (Минивен) (дл. б.) заднее салона правое зеленое (сталинит) 1990-03 1288*521 (SG), шт",,,,,,,,550.00,1.000
8537LGNVSRQ,,,,,"VW Transporter T4 (Минивен) (кор. б.) заднее салона левое зеленое (сталинит) 1990-03 965*521 (SG), шт",,,,,,,,450.00,4.000
8537RGNVSRQ,,,,,"VW Transporter T4 (Минивен) (кор. б.) заднее салона правое зеленое (сталинит) 1990-03 965*521 (SG), шт",,,,,,,,450.00,2.000
8537LGNVSRQ,,,,,"VW Transporter T4 (Минивен) (кор.б) боковина задняя левая зеленая (сталинит) 1990-03 964*519, шт",,,,,,,,450.00,3.000
8537RGNVSRQ,,,,,"VW Transporter T4 (Минивен) (кор.б) боковина задняя правая зеленая (сталинит) 1990-03 964*519, шт",,,,,,,,450.00,6.000
8537LGNVBFQ,,,,,"VW Transporter T4 (Минивен) боковина передняя левая зеленая (сталинит) 1990-03 (DR), шт",,,,,,,,450.00,4.000
8537LGNVBFQ,,,,,"VW Transporter T4 (Минивен) боковина передняя левая зеленая (сталинит) 1990-03 1124*521, шт",,,,,,,,550.00,2.000
8537RGNFQ,,,,,"VW Transporter T4 (Минивен) боковина передняя правая зеленая (сталинит) 1990-03 (SG), шт",,,,,,,,450.00,3.000
8537RGNVBFQ,,,,,"VW Transporter T4 (Минивен) боковина передняя правая зеленая (сталинит) 1990-03 1124*521, шт",,,,,,,,550.00,1.000
8537AGNBL,,,,,"VW Transporter T4 (Минивен) ветровое З/П.Ш.ТЗ (триплекс) 1990-03 (XYG), шт",,,,,,,,950.00,30.000
8537BCLV,,,,,"VW Transporter T4 (Минивен) заднее с ЭО бесцветное (сталинит) 1990-03  , шт",,,,,,,,850.00,4.000
8537BCLVL,,,,,"VW Transporter T4 (Минивен) заднее с ЭО левое бесцветное (сталинит) 1990-03 , шт",,,,,,,,550.00,1.000
8537BGNL,,,,,"VW Transporter T4 (Минивен) заднее с ЭО левое зеленое (сталинит) 1990-03  , шт",,,,,,,,737.00,1.000
8537BGNL ,,,,,"VW Transporter T4 (Минивен) заднее с ЭО левое зеленое (сталинит) 1990-03 (SG), шт",,,,,,,,713.00,4.000
8537BGNVR ,,,,,"VW Transporter T4 (Минивен) заднее с ЭО правое зеленое (сталинит) 1990-03  (SG), шт",,,,,,,,713.00,2.000
8537LGNFD,,,,,"VW Transporter T4 (Минивен) опускное двери левое ТЗ (сталинит) 1990-03  , шт",,,,,,,,383.00,4.000
8537RGNFD,,,,,"VW Transporter T4 (Минивен) опускное двери правое ТЗ (сталинит) 1990-03  , шт",,,,,,,,383.00,2.000
8579LYDVLRQ,,,,,"VW Transporter T5 (Минивен) (дл. б.) боковина задняя левая серая (сталинит) 2003- 1260*573 (SG), шт",,,,,,,,550.00,1.000
8579RYDVLRQ,,,,,"VW Transporter T5 (Минивен) (дл. б.) боковина задняя правое серая (сталинит) 2003- 1260*573 (SG), шт",,,,,,,,550.00,1.000
8579AGNPVZ,,,,,"VW Transporter T5 (Минивен) ветровое З/П.Ш.ТЗ кругл.дд, молдинг (триплекс) 2003- (SEK), шт",,,,,,,,"3,220.00",1.000
8579BCLV,,,,,"VW Transporter T5 (Минивен) заднее c ЭО бесцветное (сталинит) 2003-  , шт",,,,,,,,854.00,6.000
8579BCLVL,,,,,"VW Transporter T5 (Минивен) заднее c ЭО левое бесцветное (сталинит) 2003- , шт",,,,,,,,600.00,1.000
8579BGYR,,,,,"VW Transporter T5 (Минивен) заднее c ЭО правое серое (сталинит) 2003- , шт",,,,,,,,725.00,1.000
8579LGNFD,,,,,"VW Transporter T5 (Минивен) опускное двери левое зеленое (сталинит) 2003-  , шт",,,,,,,,414.00,2.000
8541BGNS,,,,,"VW Vento (Седан) заднее с ЭО зеленое (сталинит) 1992-98, шт",,,,,,,,"1,345.00",1.000
9409BGNSBW,,,,,"ZAZ Forza (Седан, Лифтбек) заднее с ЭО зеленое (сталинит) 2009- (ОРИГИНАЛ), шт",,,,,,,,"2,813.00",3.000
4504LCLH3RQ,,,,,"ВАЗ 1111 (Ока) боковина левая бесцветная (сталинит) , шт",,,,,,,,143.00,3.000
4504RCLH3RQ,,,,,"ВАЗ 1111 (Ока) боковина правая бесцветная (сталинит) , шт",,,,,,,,143.00,2.000
4504ACLBL,,,,,"ВАЗ 1111 (Ока) ветровое З/П (триплекс), шт",,,,,,,,784.00,29.000
4504LCLH3FD,,,,,"ВАЗ 1111 (Ока) передней двери опускное левое бесцветное (сталинит), шт",,,,,,,,225.00,1.000
4549LCLE5RQ,,,,,"ВАЗ 1117 / ВАЗ 2194 (Комби) боковина левая бесцветная (сталинит), шт",,,,,,,,256.00,1.000
